FSU,Sample Uploaded,Assigned to ENM,First ENM to SUP,Latest ENM to SUP,First Return ENM to SUP,Latest Return ENM to SUP,No of repeat submissions to SUP,First SUP to DS,Latest SUP to DS,First Return SUP to DS,Latest Return SUP to DS,No of repeat submissions to DS,First DS Acceptance,Latest DS Acceptance,Last Update,No of Warnings,No of SSUs,Max Visit Number,FV,RV,Zone,Ro,Sro,Area Type,Schedule 0.0 Status,FSU Final Status,One-Go Completion,Potential Data Quality Issue (ENM/SUP),Potential SUP Oversight (DS Rejected after SUP Approval)
1627137105,2026-03-28,2026-04-01,2026-04-06,2026-04-07,2026-04-07,2026-04-07,1,2026-04-07,2026-04-07,,,0,2026-04-07,2026-04-07,2026-04-07,3,12,1,1,0,West Zone,Aurangabad,NND,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1627138105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Aurangabad,NND,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627139105,2026-03-28,2026-04-01,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,2026-04-08,2026-04-08,,,0,2026-04-09,2026-04-09,2026-04-09,10,12,1,1,0,West Zone,Aurangabad,NND,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1627140105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Aurangabad,ARG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627141105,2026-03-28,2026-04-01,2026-04-05,2026-04-07,2026-04-06,2026-04-07,1,2026-04-05,2026-04-07,2026-04-06,2026-04-06,1,2026-04-07,2026-04-07,2026-04-07,7,12,1,1,0,West Zone,Aurangabad,ARG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1627142105,2026-03-28,2026-04-06,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Aurangabad,NSK,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627143105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627144105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627145105,2026-03-28,2026-04-03,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627146105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627147105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627148105,2026-03-28,2026-04-10,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627153105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Aurangabad,ARG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627154105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Aurangabad,NND,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627161105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627164105,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,2026-04-12,2026-04-12,,,0,,,2026-04-12,3,12,1,1,0,West Zone,Aurangabad,ARG,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1627165105,2026-03-28,2026-04-02,2026-04-07,2026-04-09,2026-04-08,2026-04-08,1,2026-04-08,2026-04-10,2026-04-08,2026-04-08,1,2026-04-10,2026-04-10,2026-04-10,1,12,1,1,0,West Zone,Aurangabad,NSK,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1627166105,2026-03-28,2026-04-06,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Aurangabad,NSK,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627167105,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,,,2026-04-07,4,12,1,1,0,West Zone,Mumbai,THN,Urban,Return by DS,RETURN TO SUPERVISOR BY DS,0,0,1
1627168105,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627169105,2026-03-28,2026-04-08,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627170105,2026-03-28,2026-04-01,2026-04-07,2026-04-11,2026-04-10,2026-04-10,1,2026-04-11,2026-04-11,2026-04-13,2026-04-13,1,,,2026-04-13,19,12,1,1,0,West Zone,Mumbai,THN,Urban,Accepted by Supervisor,RETURN TO SUPERVISOR BY DS,0,0,1
1627171105,2026-03-28,2026-04-01,2026-04-08,2026-04-08,,,0,,,,,0,,,2026-04-08,3,12,1,1,0,West Zone,Mumbai,MMB,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1627172105,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,,,,,0,,,2026-04-07,,12,1,1,0,West Zone,Mumbai,MMB,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1627173105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627174105,2026-03-28,2026-04-10,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627175105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627176105,2026-03-28,2026-04-02,2026-04-07,2026-04-13,2026-04-10,2026-04-13,1,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,,,2026-04-13,4,12,1,1,0,West Zone,Mumbai,MMB,Urban,Accepted by Supervisor,SUBMITTED BY ENUMERATOR,0,0,1
1627177105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627178105,2026-03-28,2026-04-10,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627179105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627180105,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627181105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627182105,2026-03-28,2026-04-02,2026-04-06,2026-04-13,2026-04-09,2026-04-13,1,,,,,0,,,2026-04-13,14,12,1,1,0,West Zone,Mumbai,MMB,Urban,Accepted by Supervisor,RETURN BACK TO ENUMERATOR,0,0,0
1627183105,2026-03-28,2026-04-01,2026-04-07,2026-04-12,2026-04-12,2026-04-12,1,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,,,2026-04-12,7,12,1,1,0,West Zone,Mumbai,MMB,Urban,Return by DS,SUBMITTED BY ENUMERATOR,0,0,1
1627184105,2026-03-28,2026-04-01,2026-04-08,2026-04-08,,,0,2026-04-12,2026-04-12,,,0,,,2026-04-12,1,12,1,1,0,West Zone,Mumbai,MMB,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1627191105,2026-03-28,2026-04-02,2026-04-06,2026-04-13,2026-04-08,2026-04-13,1,,,,,0,,,2026-04-13,10,12,1,1,0,West Zone,Mumbai,THN,Urban,Accepted by Supervisor,RETURN BACK TO ENUMERATOR,0,0,0
1627192105,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Aurangabad,JLG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628177405,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,1,12,4,0,1,South Zone,Bangalore,SMG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628178405,2026-03-28,2026-04-03,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,MNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628179405,2026-03-28,2026-04-01,2026-04-03,2026-04-03,,,0,2026-04-04,2026-04-04,,,0,2026-04-06,2026-04-06,2026-04-06,,12,4,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628180405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,MSR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628181405,2026-03-28,2026-04-03,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,MNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628182405,2026-03-28,2026-04-03,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,MNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628183405,2026-03-28,2026-04-03,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,MNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628184405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,MSR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628185405,2026-03-28,2026-04-10,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,MSR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628188405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628189405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628190405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628191405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628192405,2026-03-28,2026-04-01,2026-04-04,2026-04-13,2026-04-12,2026-04-12,1,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,,,2026-04-13,1,12,4,0,1,South Zone,Bangalore,BNG,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,1
1628193405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628194405,2026-03-28,2026-04-02,2026-04-07,2026-04-08,,,0,2026-04-08,2026-04-08,,,0,2026-04-09,2026-04-09,2026-04-09,,12,4,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1628195405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628196405,2026-03-28,2026-04-01,2026-04-08,2026-04-09,,,0,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,2026-04-10,1,12,4,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1628197405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628198405,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,,,,,0,,,2026-04-09,,12,4,0,1,South Zone,Bangalore,BNG,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1628199405,2026-03-28,2026-04-01,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,2026-04-08,2026-04-08,2026-04-13,2026-04-13,1,,,2026-04-13,3,12,4,0,1,South Zone,Bangalore,BNG,Urban,Return by DS,RETURN TO SUPERVISOR BY DS,0,0,1
1628200405,2026-03-28,2026-04-01,2026-04-11,2026-04-11,2026-04-12,2026-04-12,1,,,,,0,,,2026-04-12,1,12,4,0,1,South Zone,Bangalore,BNG,Urban,Returned by Supervisor,RETURN BACK TO ENUMERATOR,0,0,0
1628201405,2026-03-28,2026-04-01,2026-04-06,2026-04-06,,,0,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-08,,12,4,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628202405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,South Zone,Bangalore,SMG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628220305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,SMG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628221305,2026-03-28,2026-04-03,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,MNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628222305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628223305,2026-03-28,2026-04-01,2026-04-07,2026-04-08,2026-04-08,2026-04-08,1,2026-04-08,2026-04-08,,,0,2026-04-13,2026-04-13,2026-04-13,7,12,3,0,1,South Zone,Bangalore,MSR,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1628224305,2026-03-28,2026-04-04,2026-04-10,2026-04-12,2026-04-12,2026-04-12,1,2026-04-12,2026-04-12,,,0,2026-04-13,2026-04-13,2026-04-13,2,12,3,0,1,South Zone,Bangalore,MNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1628225305,2026-03-28,2026-04-03,2026-04-04,2026-04-04,,,0,2026-04-05,2026-04-05,,,0,2026-04-06,2026-04-06,2026-04-06,1,12,3,0,1,South Zone,Bangalore,MNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628226305,2026-03-28,2026-04-04,2026-04-05,2026-04-05,2026-04-05,2026-04-05,1,2026-04-05,2026-04-05,,,0,2026-04-10,2026-04-10,2026-04-10,3,12,3,0,1,South Zone,Bangalore,MNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1628227305,2026-03-28,2026-04-01,2026-04-06,2026-04-06,,,0,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-08,2,12,3,0,1,South Zone,Bangalore,MSR,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628228305,2026-03-28,2026-04-01,2026-04-12,2026-04-13,2026-04-13,2026-04-13,1,,,,,0,,,2026-04-13,1,12,3,0,1,South Zone,Bangalore,MSR,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1628231305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628232305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628233305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628234305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628235305,2026-03-28,2026-04-01,2026-04-03,2026-04-04,,,0,2026-04-04,2026-04-04,,,0,2026-04-13,2026-04-13,2026-04-13,1,12,3,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1628236305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628237305,2026-03-28,2026-04-01,2026-04-10,2026-04-11,2026-04-11,2026-04-11,1,2026-04-12,2026-04-12,,,0,,,2026-04-12,1,12,3,0,1,South Zone,Bangalore,BNG,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1628238305,2026-03-28,2026-04-01,2026-04-03,2026-04-04,,,0,2026-04-04,2026-04-04,,,0,2026-04-10,2026-04-10,2026-04-10,,12,3,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1628239305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628240305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628241305,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,,,,,0,,,2026-04-10,1,12,3,0,1,South Zone,Bangalore,BNG,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1628242305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628243305,2026-03-28,2026-04-01,2026-04-04,2026-04-04,,,0,2026-04-06,2026-04-06,,,0,2026-04-08,2026-04-08,2026-04-08,2,12,3,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628244305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628245305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,South Zone,Bangalore,SMG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628263205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,SMG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628264205,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,MNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628265205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628266205,2026-03-28,2026-04-01,2026-04-09,2026-04-10,2026-04-10,2026-04-10,1,2026-04-11,2026-04-11,,,0,2026-04-13,2026-04-13,2026-04-13,2,12,2,0,1,South Zone,Bangalore,MSR,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1628267205,2026-03-28,2026-04-04,2026-04-10,2026-04-12,2026-04-11,2026-04-11,1,2026-04-12,2026-04-12,,,0,,,2026-04-12,9,12,2,0,1,South Zone,Bangalore,MNG,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1628268205,2026-03-28,2026-04-02,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,MNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628269205,2026-03-28,2026-04-03,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,MNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628270205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,MSR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628271205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,MSR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628274205,2026-03-28,2026-04-01,2026-04-08,2026-04-08,,,0,,,,,0,,,2026-04-08,2,12,2,0,1,South Zone,Bangalore,BNG,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1628275205,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-11,2026-04-11,,,0,,,2026-04-11,,12,2,0,1,South Zone,Bangalore,BNG,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1628276205,2026-03-28,2026-04-02,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628277205,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,,,0,2026-04-13,2026-04-13,2026-04-13,1,12,2,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628278205,2026-03-28,2026-04-02,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,,12,2,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628279205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628280205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628281205,2026-03-28,2026-04-01,2026-04-02,2026-04-02,,,0,2026-04-08,2026-04-08,,,0,2026-04-08,2026-04-08,2026-04-08,,12,2,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628282205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628283205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628284205,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-08,,12,2,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628285205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628286205,2026-03-28,2026-04-01,2026-04-03,2026-04-03,,,0,2026-04-08,2026-04-08,,,0,2026-04-10,2026-04-10,2026-04-10,,12,2,0,1,South Zone,Bangalore,BNG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628287205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,MSR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628288205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,South Zone,Bangalore,SMG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628306105,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,2026-04-13,2026-04-13,,,0,2026-04-13,2026-04-13,2026-04-13,5,12,1,1,0,South Zone,Bangalore,SMG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1628307105,2026-03-28,2026-04-03,,,,,0,,,,,0,,,,,,1,1,0,South Zone,Bangalore,MNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628308105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628309105,2026-03-28,2026-04-10,,,,,0,,,,,0,,,,,,1,1,0,South Zone,Bangalore,MSR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628310105,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,1,1,0,South Zone,Bangalore,MNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628311105,2026-03-28,2026-04-03,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,5,12,1,1,0,South Zone,Bangalore,MNG,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1628312105,2026-03-28,2026-04-02,,,,,0,,,,,0,,,,,,1,1,0,South Zone,Bangalore,MNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628313105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,South Zone,Bangalore,MSR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628314105,2026-03-28,2026-04-01,2026-04-10,2026-04-11,2026-04-11,2026-04-11,1,2026-04-11,2026-04-11,,,0,,,2026-04-11,8,12,1,1,0,South Zone,Bangalore,MSR,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1628317105,2026-03-28,2026-04-04,2026-04-12,2026-04-13,2026-04-13,2026-04-13,1,,,,,0,,,2026-04-13,9,12,1,1,0,South Zone,Bangalore,BNG,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1628318105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628319105,2026-03-28,2026-04-02,,,,,0,,,,,0,,,,,,1,1,0,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628320105,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,,,,,0,,,2026-04-09,4,12,1,1,0,South Zone,Bangalore,BNG,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1628321105,2026-03-28,2026-04-01,2026-04-09,2026-04-12,2026-04-12,2026-04-12,1,,,,,0,,,2026-04-12,8,12,1,1,0,South Zone,Bangalore,BNG,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1628322105,2026-03-28,2026-04-01,2026-04-13,2026-04-13,,,0,,,,,0,,,2026-04-13,3,12,1,1,0,South Zone,Bangalore,BNG,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1628323105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628324105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,South Zone,Bangalore,BNG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1628325105,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,4,12,1,1,0,South Zone,Bangalore,BNG,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
